timestamp,value
1762685872671,51.0861
1762685873671,50.7038
1762685874671,51.0778
1762685875671,50.9452
1762685876671,51.0606
1762685877671,50.8647
1762685878671,51.1986
1762685879671,51.5806
1762685880671,51.4294
1762685881671,51.5041
1762685882671,51.2789
1762685883671,51.0741
1762685884671,50.7561
1762685885671,51.0572
1762685886671,51.2693
1762685887671,50.9363
1762685888671,50.6850
1762685889671,50.3201
1762685890671,50.3402
1762685891671,50.3750
1762685892671,50.7177
1762685893671,50.6609
1762685894671,50.7838
1762685895671,50.7709
1762685896671,50.7561
1762685897671,50.4293
1762685898671,50.5521
1762685899671,50.4963
1762685900671,50.1925
1762685901671,50.0994
1762685902671,50.2181
1762685903671,50.4086
1762685904671,50.2246
1762685905671,50.2265
1762685906671,50.0979
1762685907671,50.4745
1762685908671,50.3405
1762685909671,50.1375
1762685910671,50.1118
1762685911671,50.2577
1762685912671,50.4739
1762685913671,50.4280
1762685914671,50.5563
1762685915671,50.3241
1762685916671,50.3118
1762685917671,50.5037
1762685918671,50.4762
1762685919671,50.7939
1762685920671,51.0545
1762685921671,50.8937
1762685922671,50.6030
1762685923671,50.6310
1762685924671,50.4286
1762685925671,50.6323
1762685926671,50.3969
1762685927671,50.4100
1762685928671,50.4058
1762685929671,50.5901
1762685930671,50.8216
1762685931671,50.6446
1762685932671,50.5364
1762685933671,50.1754
1762685934671,50.1496
1762685935671,49.9528
1762685936671,49.6437
1762685937671,49.8260
1762685938671,49.8370
1762685939671,49.4562
1762685940671,49.4313
1762685941671,49.6803
1762685942671,50.0174
1762685943671,50.1859
1762685944671,49.9778
1762685945671,49.9360
1762685946671,50.1998
1762685947671,50.2924
1762685948671,50.3598
1762685949671,50.1911
1762685950671,49.8164
1762685951671,49.9588
1762685952671,50.0872
1762685953671,50.3384
1762685954671,50.4681
1762685955671,50.3689
1762685956671,50.5304
1762685957671,50.8217
1762685958671,50.6432
1762685959671,50.5398
1762685960671,50.1692
1762685961671,50.1839
1762685962671,50.4415
1762685963671,50.6693
1762685964671,50.9462
1762685965671,50.6685
1762685966671,50.4470
1762685967671,50.8020
1762685968671,50.5957
1762685969671,50.5655
1762685970671,50.5086
1762685971671,50.2955
1762685972671,50.5391
1762685973671,50.3463
1762685974671,50.4279
1762685975671,50.0763
1762685976671,49.8900
1762685977671,49.9106
1762685978671,49.9557
1762685979671,49.8283
1762685980671,49.4346
1762685981671,49.7474
1762685982671,49.6147
1762685983671,49.6326
1762685984671,49.3343
1762685985671,49.0871
1762685986671,49.4389
1762685987671,49.5687
1762685988671,49.9114
1762685989671,50.2958
1762685990671,50.6040
1762685991671,50.2382
1762685992671,50.4110
1762685993671,50.3385
1762685994671,50.0936
1762685995671,50.1283
1762685996671,49.8965
1762685997671,50.0333
1762685998671,49.7269
1762685999671,49.3843
1762686000671,49.6226
1762686001671,49.8808
1762686002671,49.7868
1762686003671,50.1591
1762686004671,50.3662
1762686005671,50.6335
1762686006671,50.7752
1762686007671,50.5636
1762686008671,50.7641
1762686009671,51.0281
1762686010671,51.1179
1762686011671,51.0492
1762686012671,50.9927
1762686013671,51.3903
1762686014671,51.1943
1762686015671,50.8054
1762686016671,50.7264
1762686017671,50.9782
1762686018671,51.3170
1762686019671,51.0822
1762686020671,50.7585
1762686021671,50.6996
1762686022671,50.9268
1762686023671,51.0949
1762686024671,51.4096
1762686025671,51.0944
1762686026671,50.7907
1762686027671,50.9939
1762686028671,50.8623
1762686029671,50.8044
1762686030671,50.7169
1762686031671,51.1057
1762686032671,51.2121
1762686033671,51.4331
1762686034671,51.3173
1762686035671,51.4922
1762686036671,51.5273
1762686037671,51.6184
1762686038671,51.7469
1762686039671,51.4410
1762686040671,51.1486
1762686041671,51.1566
1762686042671,51.2737
1762686043671,51.1497
1762686044671,51.3612
1762686045671,51.0095
1762686046671,50.8235
1762686047671,51.0587
1762686048671,51.0002
1762686049671,50.9188
1762686050671,50.7846
1762686051671,50.4732
1762686052671,50.3254
1762686053671,50.1344
1762686054671,50.2649
1762686055671,50.1618
1762686056671,50.2288
1762686057671,50.0127
1762686058671,50.0531
1762686059671,49.9292
1762686060671,49.5637
1762686061671,49.1986
1762686062671,49.2801
1762686063671,49.4123
1762686064671,49.7300
1762686065671,49.6458
1762686066671,50.0437
1762686067671,50.1163
1762686068671,50.4694
1762686069671,50.4538
1762686070671,50.5585
1762686071671,50.8702
1762686072671,50.8297
1762686073671,50.7379
1762686074671,50.7336
1762686075671,50.8106
1762686076671,50.9545
1762686077671,50.8426
1762686078671,50.5617
1762686079671,50.3601
1762686080671,50.1269
1762686081671,49.8385
1762686082671,50.0102
1762686083671,49.9215
1762686084671,49.7524
1762686085671,49.3993
1762686086671,49.6837
1762686087671,49.3000
1762686088671,49.2943
1762686089671,49.0447
1762686090671,48.7967
1762686091671,49.1433
1762686092671,49.0328
1762686093671,48.8785
1762686094671,49.1632
1762686095671,48.9666
1762686096671,49.1318
1762686097671,48.8789
1762686098671,48.7289
1762686099671,49.0797
1762686100671,48.9141
1762686101671,49.1107
1762686102671,49.3561
1762686103671,49.6274
1762686104671,50.0061
1762686105671,49.9396
1762686106671,49.9896
1762686107671,49.6595
1762686108671,49.4617
1762686109671,49.5683
1762686110671,49.8485
1762686111671,49.7047
1762686112671,50.0223
1762686113671,49.7329
1762686114671,49.4329
1762686115671,49.5057
1762686116671,49.2134
1762686117671,48.9999
1762686118671,49.3102
1762686119671,49.4069
1762686120671,49.2888
1762686121671,49.0755
1762686122671,49.1479
1762686123671,49.5296
1762686124671,49.7830
1762686125671,49.8818
1762686126671,50.1663
1762686127671,50.4356
1762686128671,50.5506
1762686129671,50.1884
1762686130671,50.5407
1762686131671,50.4857
1762686132671,50.7625
1762686133671,50.5977
1762686134671,50.6009
1762686135671,50.2110
1762686136671,49.9905
1762686137671,50.2533
1762686138671,50.6382
1762686139671,50.4299
1762686140671,50.1786
1762686141671,49.8533
1762686142671,49.7890
1762686143671,49.9498
1762686144671,50.0987
1762686145671,50.0718
1762686146671,49.7172
1762686147671,49.6832
1762686148671,50.0704
1762686149671,50.3287
1762686150671,50.6768
1762686151671,50.4834
1762686152671,50.7530
1762686153671,50.7604
1762686154671,51.1520
1762686155671,51.1554
1762686156671,51.4428
1762686157671,51.5133
1762686158671,51.4026
1762686159671,51.4858
1762686160671,51.8022
1762686161671,52.1141
1762686162671,51.9801
1762686163671,52.2818
1762686164671,52.3580
1762686165671,52.3537
1762686166671,52.3052
1762686167671,52.3724
1762686168671,52.2033
1762686169671,51.9346
1762686170671,51.7048
1762686171671,52.0843
1762686172671,51.8739
1762686173671,51.8736
1762686174671,51.6644
1762686175671,51.6557
1762686176671,51.4786
1762686177671,51.1100
1762686178671,50.8394
1762686179671,51.0374
1762686180671,51.0700
1762686181671,50.7941
1762686182671,50.6536
1762686183671,50.6028
1762686184671,50.6852
1762686185671,50.6894
1762686186671,50.3304
1762686187671,50.6997
1762686188671,50.5105
1762686189671,50.5806
1762686190671,50.6972
1762686191671,50.3254
1762686192671,49.9280
1762686193671,50.2369
1762686194671,50.3247
1762686195671,50.3385
1762686196671,50.0266
1762686197671,49.7813
1762686198671,49.9154
1762686199671,50.0056
1762686200671,50.0081
1762686201671,49.7421
1762686202671,49.4526
1762686203671,49.6901
1762686204671,50.0673
1762686205671,50.1868
1762686206671,50.3358
1762686207671,50.5578
1762686208671,50.1890
1762686209671,50.2609
1762686210671,50.3967
1762686211671,50.3047
1762686212671,50.1830
1762686213671,50.0747
1762686214671,49.7371
1762686215671,49.9621
1762686216671,49.7609
1762686217671,49.4095
1762686218671,49.3727
1762686219671,49.5449
1762686220671,49.8902
1762686221671,50.1443
1762686222671,50.0065
1762686223671,49.6214
1762686224671,49.5901
1762686225671,49.5820
1762686226671,49.3349
1762686227671,49.0315
1762686228671,49.2236
1762686229671,48.9291
1762686230671,49.1681
1762686231671,49.2105
1762686232671,49.2580
1762686233671,49.5685
1762686234671,49.5279
1762686235671,49.7548
1762686236671,49.9930
1762686237671,50.0397
1762686238671,49.8646
1762686239671,49.5530
1762686240671,49.4651
1762686241671,49.7774
1762686242671,49.3953
1762686243671,49.0384
1762686244671,48.6460
1762686245671,48.4964
1762686246671,48.3564
1762686247671,48.0556
1762686248671,48.2605
1762686249671,48.5793
1762686250671,48.9399
1762686251671,48.7400
1762686252671,48.3619
1762686253671,48.4612
1762686254671,48.2406
1762686255671,48.6319
1762686256671,49.0083
1762686257671,49.2649
1762686258671,48.8867
1762686259671,49.2591
1762686260671,49.1228
1762686261671,49.1630
1762686262671,48.8467
1762686263671,48.7819
1762686264671,48.7079
1762686265671,48.5390
1762686266671,48.8350
1762686267671,48.4632
1762686268671,48.5728
1762686269671,48.3284
1762686270671,48.4774
1762686271671,48.2964
1762686272671,48.2104
1762686273671,48.3259
1762686274671,48.6719
1762686275671,48.5747
1762686276671,48.5056
1762686277671,48.3818
1762686278671,48.4663
1762686279671,48.5354
1762686280671,48.1803
1762686281671,48.5638
1762686282671,48.3798
1762686283671,48.7624
1762686284671,48.7535
1762686285671,48.4502
1762686286671,48.4426
1762686287671,48.1099
1762686288671,48.4456
1762686289671,48.2516
1762686290671,47.8903
1762686291671,47.7442
1762686292671,47.9739
1762686293671,47.5979
1762686294671,47.6565
1762686295671,47.8964
1762686296671,47.5554
1762686297671,47.3388
1762686298671,47.3563
1762686299671,47.1324
1762686300671,47.4604
1762686301671,47.3610
1762686302671,47.1402
1762686303671,47.0786
1762686304671,46.8676
1762686305671,46.9752
1762686306671,47.2983
1762686307671,47.6939
1762686308671,48.0358
1762686309671,48.0338
1762686310671,47.8046
1762686311671,48.0690
1762686312671,48.3900
1762686313671,48.6205
1762686314671,48.8381
1762686315671,48.5169
1762686316671,48.3585
1762686317671,48.4128
1762686318671,48.0734
1762686319671,47.7664
1762686320671,47.7610
1762686321671,47.3742
1762686322671,47.0131
1762686323671,46.8574
1762686324671,46.6844
1762686325671,46.2908
1762686326671,46.2859
1762686327671,46.3736
1762686328671,46.1163
1762686329671,46.5064
1762686330671,46.7823
1762686331671,46.8253
1762686332671,46.8002
1762686333671,46.9932
1762686334671,46.9245
1762686335671,46.9156
1762686336671,46.8642
1762686337671,46.7330
1762686338671,46.8807
1762686339671,47.1814
1762686340671,47.4533
1762686341671,47.1479
1762686342671,47.4857
1762686343671,47.7384
1762686344671,47.4065
1762686345671,47.5594
1762686346671,47.5484
1762686347671,47.3997
1762686348671,47.6057
1762686349671,47.4262
1762686350671,47.3573
1762686351671,47.7498
1762686352671,47.4044
1762686353671,47.3160
1762686354671,47.2004
1762686355671,47.2479
1762686356671,47.0806
1762686357671,46.9970
1762686358671,47.2122
1762686359671,46.9240
1762686360671,46.9334
1762686361671,47.0964
1762686362671,47.0249
1762686363671,46.6550
1762686364671,46.9717
1762686365671,47.2374
1762686366671,46.9345
1762686367671,46.8077
1762686368671,46.7678
1762686369671,47.0520
1762686370671,46.9384
1762686371671,46.8221
1762686372671,46.7201
1762686373671,46.3712
1762686374671,46.3046
1762686375671,46.5336
1762686376671,46.7030
1762686377671,46.7858
1762686378671,46.7746
1762686379671,47.1475
1762686380671,46.9195
1762686381671,47.2173
1762686382671,46.9036
1762686383671,47.0733
1762686384671,47.1879
1762686385671,46.9819
1762686386671,46.7800
1762686387671,46.6118
1762686388671,46.3388
1762686389671,45.9991
1762686390671,45.9231
1762686391671,46.2887
1762686392671,46.5597
1762686393671,46.5959
1762686394671,46.3626
1762686395671,46.5566
1762686396671,46.1807
1762686397671,46.2879
1762686398671,46.3658
1762686399671,46.5333
1762686400671,46.2128
1762686401671,46.4841
1762686402671,46.3898
1762686403671,46.4309
1762686404671,46.3816
1762686405671,46.7062
1762686406671,46.9040
1762686407671,47.0008
1762686408671,47.1062
1762686409671,46.9060
1762686410671,46.7883
1762686411671,46.7494
1762686412671,47.1167
1762686413671,47.1123
1762686414671,47.0394
1762686415671,47.2808
1762686416671,47.6227
1762686417671,47.6823
1762686418671,47.4534
1762686419671,47.8303
1762686420671,47.8518
1762686421671,47.5849
1762686422671,47.6835
1762686423671,47.8460
1762686424671,48.1193
1762686425671,47.7945
1762686426671,47.7026
1762686427671,48.0352
1762686428671,47.7988
1762686429671,47.5433
1762686430671,47.7104
1762686431671,47.4303
1762686432671,47.4773
1762686433671,47.2264
1762686434671,47.5476
1762686435671,47.3832
1762686436671,47.5876
1762686437671,47.9028
1762686438671,47.6516
1762686439671,47.7532
1762686440671,47.7792
1762686441671,47.8836
1762686442671,47.5481
1762686443671,47.7053
1762686444671,47.5571
1762686445671,47.6246
1762686446671,47.8491
1762686447671,47.6646
1762686448671,48.0201
1762686449671,47.8503
1762686450671,47.6681
1762686451671,47.7097
1762686452671,47.6662
1762686453671,47.9167
1762686454671,47.6307
1762686455671,47.4729
1762686456671,47.1664
1762686457671,47.5115
1762686458671,47.8504
1762686459671,48.1298
1762686460671,47.7727
1762686461671,48.1515
1762686462671,48.1125
1762686463671,48.0983
1762686464671,48.1056
1762686465671,47.8433
1762686466671,47.9396
1762686467671,48.0586
1762686468671,48.3234
1762686469671,47.9853
1762686470671,48.1051
1762686471671,48.2463
1762686472671,48.1575
1762686473671,47.9430
1762686474671,48.2813
1762686475671,47.9676
1762686476671,47.9504
1762686477671,48.3262
1762686478671,48.3035
1762686479671,48.5445
1762686480671,48.3757
1762686481671,48.4375
1762686482671,48.1702
1762686483671,48.4981
1762686484671,48.2589
1762686485671,48.0149
1762686486671,48.3427
1762686487671,48.4979
1762686488671,48.8411
1762686489671,48.6816
1762686490671,48.8800
1762686491671,49.0983
1762686492671,48.8092
1762686493671,48.8135
1762686494671,48.7652
1762686495671,48.8068
1762686496671,48.4473
1762686497671,48.4666
1762686498671,48.1200
1762686499671,47.8772
1762686500671,47.8230
1762686501671,48.1573
1762686502671,48.1311
1762686503671,48.1182
1762686504671,48.3233
1762686505671,47.9604
1762686506671,48.2238
1762686507671,48.5407
1762686508671,48.5201
1762686509671,48.3882
1762686510671,48.5351
1762686511671,48.2289
1762686512671,48.2395
1762686513671,48.0278
1762686514671,48.2223
1762686515671,48.2125
1762686516671,47.8595
1762686517671,47.7453
1762686518671,47.4174
1762686519671,47.1716
1762686520671,47.2245
1762686521671,47.3199
1762686522671,47.7139
1762686523671,47.5292
1762686524671,47.2258
1762686525671,47.3283
1762686526671,47.0088
1762686527671,46.9652
1762686528671,47.0467
1762686529671,46.9364
1762686530671,47.2947
1762686531671,47.4975
1762686532671,47.4588
1762686533671,47.5759
1762686534671,47.5182
1762686535671,47.4701
1762686536671,47.6976
1762686537671,47.5957
1762686538671,47.6807
1762686539671,47.9413
1762686540671,47.5759
1762686541671,47.6625
1762686542671,47.3504
1762686543671,47.2779
1762686544671,47.6393
1762686545671,47.2411
1762686546671,47.2602
1762686547671,47.0146
1762686548671,47.0837
1762686549671,47.0967
1762686550671,47.3669
1762686551671,47.6020
1762686552671,47.3779
1762686553671,47.3784
1762686554671,47.2201
1762686555671,47.4975
1762686556671,47.5503
1762686557671,47.2515
1762686558671,46.8730
1762686559671,47.0542
1762686560671,46.8011
1762686561671,46.8080
1762686562671,46.5016
1762686563671,46.6347
1762686564671,46.9103
1762686565671,46.9879
1762686566671,46.6163
1762686567671,46.5678
1762686568671,46.4295
1762686569671,46.2178
1762686570671,46.2801
1762686571671,46.5148
1762686572671,46.2548
1762686573671,45.9351
1762686574671,45.6526
1762686575671,45.7968
1762686576671,46.0717
1762686577671,46.3526
1762686578671,46.4169
1762686579671,46.7894
1762686580671,47.1367
1762686581671,46.9035
1762686582671,46.9433
1762686583671,46.9392
1762686584671,47.0715
1762686585671,47.2854
1762686586671,47.5562
1762686587671,47.3169
1762686588671,46.9378
1762686589671,47.2445
1762686590671,47.3767
1762686591671,47.1933
1762686592671,47.4627
1762686593671,47.5459
1762686594671,47.2015
1762686595671,47.0230
1762686596671,47.0867
1762686597671,47.0129
1762686598671,46.8328
1762686599671,47.1795
1762686600671,47.4923
1762686601671,47.3873
1762686602671,47.5768
1762686603671,47.7194
1762686604671,47.8936
1762686605671,48.1545
1762686606671,48.3599
1762686607671,48.1401
1762686608671,48.1298
1762686609671,47.7661
1762686610671,47.7389
1762686611671,48.0557
1762686612671,47.8035
1762686613671,48.1539
1762686614671,48.3651
1762686615671,48.6607
1762686616671,48.9176
1762686617671,49.3090
1762686618671,49.5061
1762686619671,49.8951
1762686620671,49.7915
1762686621671,50.1192
1762686622671,50.2069
1762686623671,50.3196
1762686624671,50.3253
1762686625671,50.3721
1762686626671,50.1898
1762686627671,50.4221
1762686628671,50.6846
1762686629671,50.3220
1762686630671,50.4393
1762686631671,50.2257
1762686632671,49.9819
1762686633671,50.1834
1762686634671,50.4946
1762686635671,50.5352
1762686636671,50.5407
1762686637671,50.3416
1762686638671,50.0239
1762686639671,49.8289
1762686640671,49.7494
1762686641671,49.9685
1762686642671,49.7349
1762686643671,49.6575
1762686644671,49.8429
1762686645671,49.7692
1762686646671,50.0873
1762686647671,50.0807
1762686648671,49.8975
1762686649671,49.6674
1762686650671,49.2732
1762686651671,49.2545
1762686652671,49.1221
1762686653671,48.8953
1762686654671,48.7428
1762686655671,49.0914
1762686656671,49.0185
1762686657671,48.9423
1762686658671,48.7581
1762686659671,48.8651
1762686660671,48.9200
1762686661671,48.6735
1762686662671,48.6053
1762686663671,48.3363
1762686664671,48.7086
1762686665671,48.4884
1762686666671,48.6239
1762686667671,48.9707
1762686668671,49.2435
1762686669671,49.4075
1762686670671,49.5982
1762686671671,49.4333
1762686672671,49.5046
1762686673671,49.4658
1762686674671,49.1913
1762686675671,49.3071
1762686676671,49.6134
1762686677671,49.7186
1762686678671,49.7110
1762686679671,50.0888
1762686680671,50.0500
1762686681671,50.2267
1762686682671,50.4236
1762686683671,50.4635
1762686684671,50.7445
1762686685671,50.4691
1762686686671,50.7948
1762686687671,51.1813
1762686688671,50.9836
1762686689671,51.1879
1762686690671,50.8387
1762686691671,51.2351
1762686692671,51.0754
1762686693671,51.3015
1762686694671,51.2334
1762686695671,51.2778
1762686696671,51.6775
1762686697671,51.3358
1762686698671,51.5566
1762686699671,51.1774
1762686700671,50.9077
1762686701671,51.0872
1762686702671,50.9716
1762686703671,51.1820
1762686704671,51.2060
1762686705671,51.0195
1762686706671,50.9671
1762686707671,51.1306
1762686708671,50.8766
1762686709671,50.8405
1762686710671,50.5159
1762686711671,50.6835
1762686712671,50.3029
1762686713671,50.2674
1762686714671,50.2167
1762686715671,49.9246
1762686716671,50.1789
1762686717671,49.9856
1762686718671,50.3310
1762686719671,50.5158
1762686720671,50.6411
1762686721671,50.9533
1762686722671,50.8515
1762686723671,50.9810
1762686724671,50.6536
1762686725671,50.6491
1762686726671,50.9404
1762686727671,51.1294
1762686728671,50.7769
1762686729671,50.7115
1762686730671,50.3758
1762686731671,50.5204
1762686732671,50.1809
1762686733671,50.3772
1762686734671,50.3457
1762686735671,50.5044
1762686736671,50.5991
1762686737671,50.5088
1762686738671,50.5832
1762686739671,50.7193
1762686740671,50.4950
1762686741671,50.5213
1762686742671,50.7083
1762686743671,50.7350
1762686744671,50.4431
1762686745671,50.7946
1762686746671,50.5742
1762686747671,50.3798
1762686748671,50.4092
1762686749671,50.8064
1762686750671,51.0612
1762686751671,51.3044
1762686752671,51.1259
1762686753671,50.8818
1762686754671,51.1516
1762686755671,50.9394
1762686756671,51.2242
1762686757671,51.3631
1762686758671,51.2682
1762686759671,51.3463
1762686760671,51.1145
1762686761671,51.0149
1762686762671,50.8248
1762686763671,51.0371
1762686764671,51.2588
1762686765671,51.1114
1762686766671,51.4517
1762686767671,51.2436
1762686768671,51.2119
1762686769671,51.5910
1762686770671,51.8787
1762686771671,51.5086
1762686772671,51.8796
1762686773671,51.8488
1762686774671,51.7928
1762686775671,51.5711
1762686776671,51.9624
1762686777671,52.1557
1762686778671,51.8041
1762686779671,51.8382
1762686780671,52.0395
1762686781671,52.1816
1762686782671,52.1294
1762686783671,52.5224
1762686784671,52.5309
1762686785671,52.4035
1762686786671,52.7668
1762686787671,52.4816
1762686788671,52.1178
1762686789671,52.3835
1762686790671,52.3060
1762686791671,52.2638
1762686792671,51.9672
1762686793671,51.8397
1762686794671,52.0913
1762686795671,52.0348
1762686796671,52.1391
1762686797671,52.3792
1762686798671,52.3063
1762686799671,52.5993
1762686800671,52.8952
1762686801671,52.7106
1762686802671,52.4248
1762686803671,52.1573
1762686804671,52.1066
1762686805671,52.2394
1762686806671,52.5034
1762686807671,52.3558
1762686808671,52.4302
1762686809671,52.3853
1762686810671,52.5636
1762686811671,52.8366
1762686812671,53.0348
1762686813671,53.0326
1762686814671,53.1963
1762686815671,53.1297
1762686816671,53.5019
1762686817671,53.6387
1762686818671,53.6301
1762686819671,53.8746
1762686820671,53.6604
1762686821671,53.3575
1762686822671,53.6002
1762686823671,53.5608
1762686824671,53.9034
1762686825671,53.9401
1762686826671,53.6345
1762686827671,53.3235
1762686828671,53.3790
1762686829671,53.4558
1762686830671,53.4474
1762686831671,53.3649
1762686832671,53.2777
1762686833671,53.6331
1762686834671,53.3600
1762686835671,53.6564
1762686836671,53.7904
1762686837671,53.6149
1762686838671,53.2305
1762686839671,53.5444
1762686840671,53.5632
1762686841671,53.5180
1762686842671,53.6344
1762686843671,53.2628
1762686844671,53.1796
1762686845671,53.2716
1762686846671,53.1951
1762686847671,52.8459
1762686848671,52.8813
1762686849671,52.7328
1762686850671,52.5742
1762686851671,52.7935
1762686852671,52.4417
1762686853671,52.2318
1762686854671,52.5809
1762686855671,52.5438
1762686856671,52.8924
1762686857671,52.6245
1762686858671,52.9821
1762686859671,53.0729
1762686860671,52.9926
1762686861671,52.6744
1762686862671,52.9350
1762686863671,52.8613
1762686864671,52.6299
1762686865671,52.7689
1762686866671,52.9345
1762686867671,53.1999
1762686868671,53.4380
1762686869671,53.4815
1762686870671,53.5530
1762686871671,53.5990
1762686872671,53.7336
1762686873671,53.3895
1762686874671,53.2666
1762686875671,53.2465
1762686876671,53.0391
1762686877671,53.2825
1762686878671,53.5081
1762686879671,53.7443
1762686880671,53.3589
1762686881671,53.0679
1762686882671,52.7531
1762686883671,52.5714
1762686884671,52.4833
1762686885671,52.1193
1762686886671,51.9133
1762686887671,52.0606
1762686888671,52.0998
1762686889671,52.3739
1762686890671,52.1704
1762686891671,52.1953
1762686892671,51.8214
1762686893671,51.8575
1762686894671,51.9255
1762686895671,52.2355
1762686896671,52.3918
1762686897671,52.7851
1762686898671,53.0618
1762686899671,53.1313
1762686900671,52.7635
1762686901671,52.6181
1762686902671,52.3750
1762686903671,52.6822
1762686904671,52.5182
1762686905671,52.6394
1762686906671,52.2517
1762686907671,52.5484
1762686908671,52.7345
1762686909671,52.3994
1762686910671,52.2456
1762686911671,51.9255
1762686912671,51.7472
1762686913671,51.9412
1762686914671,51.7485
1762686915671,51.9400
1762686916671,52.1772
1762686917671,52.2536
1762686918671,52.1283
1762686919671,51.8550
1762686920671,52.1520
1762686921671,52.0237
1762686922671,51.8609
1762686923671,51.6010
1762686924671,51.5098
1762686925671,51.7226
1762686926671,51.8981
1762686927671,51.9732
1762686928671,51.6368
1762686929671,51.8708
1762686930671,52.1549
1762686931671,52.3427
1762686932671,52.1958
1762686933671,52.4570
1762686934671,52.5250
1762686935671,52.3598
1762686936671,52.6681
1762686937671,52.4318
1762686938671,52.1598
1762686939671,51.9576
1762686940671,51.9997
1762686941671,51.9908
1762686942671,51.8407
1762686943671,51.9845
1762686944671,52.2029
1762686945671,52.0618
1762686946671,52.1333
1762686947671,52.0451
1762686948671,52.2604
1762686949671,51.9561
1762686950671,51.5993
1762686951671,51.4092
1762686952671,51.3128
1762686953671,51.4352
1762686954671,51.8176
1762686955671,52.0858
1762686956671,51.8074
1762686957671,52.1634
1762686958671,52.3121
1762686959671,52.0062
1762686960671,52.1798
1762686961671,52.3276
1762686962671,52.6009
1762686963671,52.8121
1762686964671,52.6205
1762686965671,52.7592
1762686966671,52.4522
1762686967671,52.0702
1762686968671,52.0274
1762686969671,52.2872
1762686970671,52.5678
1762686971671,52.3558
1762686972671,52.2292
1762686973671,52.0415
1762686974671,51.8167
1762686975671,51.4873
1762686976671,51.2118
1762686977671,51.0774
1762686978671,51.2971
1762686979671,50.9357
1762686980671,51.2551
1762686981671,51.5788
1762686982671,51.8129
1762686983671,51.6425
1762686984671,51.9253
1762686985671,51.8695
1762686986671,51.5753
1762686987671,51.1954
1762686988671,51.5913
1762686989671,51.3415
1762686990671,51.7207
1762686991671,51.4151
1762686992671,51.6737
1762686993671,51.3919
1762686994671,51.3221
1762686995671,51.4252
1762686996671,51.2519
1762686997671,51.1135
1762686998671,50.8933
1762686999671,50.7035
1762687000671,50.3196
1762687001671,50.3836
1762687002671,50.3024
1762687003671,50.3156
1762687004671,50.6647
1762687005671,50.5096
1762687006671,50.4707
1762687007671,50.6614
1762687008671,51.0388
1762687009671,51.0376
1762687010671,51.1605
1762687011671,51.2519
1762687012671,50.9333
1762687013671,50.6197
1762687014671,50.4578
1762687015671,50.6443
1762687016671,50.3872
1762687017671,50.1985
1762687018671,50.0015
1762687019671,49.7182
1762687020671,49.6401
1762687021671,49.7654
1762687022671,49.8726
1762687023671,49.6505
1762687024671,49.3500
1762687025671,49.2441
1762687026671,48.9258
1762687027671,48.8611
1762687028671,48.7370
1762687029671,48.8064
1762687030671,48.5374
1762687031671,48.5572
1762687032671,48.4466
1762687033671,48.6763
1762687034671,49.0040
1762687035671,48.7315
1762687036671,49.0175
1762687037671,48.6530
1762687038671,49.0403
1762687039671,49.2072
1762687040671,49.1999
1762687041671,48.9446
1762687042671,49.0754
1762687043671,49.1212
1762687044671,49.4911
1762687045671,49.2293
1762687046671,49.3756
1762687047671,49.6512
1762687048671,49.3331
1762687049671,49.1382
1762687050671,49.1774
1762687051671,49.2288
