Timestamp,ISOTime,FPS,MemoryMB,CPUPercent,LatencyMS,DataPoints,Status
1762773233787,2025-11-10 11:13:53,65.82,116.08,31.80,58.60,10000,Running
1762773233887,2025-11-10 11:13:53,66.14,110.80,35.62,74.77,10000,Running
1762773233987,2025-11-10 11:13:53,63.08,111.99,26.44,75.78,10000,Running
1762773234087,2025-11-10 11:13:54,61.87,109.53,32.58,68.90,10000,Running
1762773234187,2025-11-10 11:13:54,69.19,112.09,26.93,65.16,10000,Running
1762773234287,2025-11-10 11:13:54,64.40,110.76,32.91,61.21,10000,Running
1762773234387,2025-11-10 11:13:54,64.09,111.92,31.93,76.04,10000,Running
1762773234487,2025-11-10 11:13:54,69.66,112.78,28.37,63.67,10000,Running
1762773234587,2025-11-10 11:13:54,67.46,110.92,23.86,64.41,10000,Running
1762773234687,2025-11-10 11:13:54,66.13,110.80,27.53,75.88,10000,Running
1762773234787,2025-11-10 11:13:54,67.75,113.75,32.21,70.48,10000,Running
1762773234887,2025-11-10 11:13:54,68.90,112.14,26.70,68.89,10000,Running
1762773234987,2025-11-10 11:13:54,61.82,114.45,22.80,75.02,10000,Running
1762773235087,2025-11-10 11:13:55,65.26,112.32,30.40,61.18,10000,Running
1762773235187,2025-11-10 11:13:55,63.62,112.48,34.94,72.36,10000,Running
1762773235287,2025-11-10 11:13:55,60.62,113.33,23.48,74.44,10000,Running
1762773235387,2025-11-10 11:13:55,61.26,113.40,26.71,74.64,10000,Running
1762773235487,2025-11-10 11:13:55,61.64,109.99,27.89,68.79,10000,Running
1762773235587,2025-11-10 11:13:55,63.44,108.75,30.47,73.31,10000,Running
1762773235687,2025-11-10 11:13:55,57.31,110.63,22.30,81.38,10000,Running
1762773235787,2025-11-10 11:13:55,60.22,112.92,25.81,62.65,10000,Running
1762773235887,2025-11-10 11:13:55,59.05,112.35,29.15,54.75,10000,Running
1762773235987,2025-11-10 11:13:55,63.67,114.57,33.51,56.33,10000,Running
1762773236087,2025-11-10 11:13:56,62.98,114.35,18.61,76.44,10000,Running
1762773236187,2025-11-10 11:13:56,60.07,113.29,21.07,62.46,10000,Running
1762773236287,2025-11-10 11:13:56,61.84,113.97,19.22,55.27,10000,Running
1762773236387,2025-11-10 11:13:56,58.51,113.52,30.13,80.47,10000,Running
1762773236487,2025-11-10 11:13:56,64.64,115.11,27.69,62.86,10000,Running
1762773236587,2025-11-10 11:13:56,59.69,114.43,21.25,72.64,10000,Running
1762773236687,2025-11-10 11:13:56,60.40,116.84,18.53,78.53,10000,Running
1762773236787,2025-11-10 11:13:56,62.51,113.14,23.58,68.26,10000,Running
1762773236887,2025-11-10 11:13:56,56.57,112.91,28.40,61.54,10000,Running
1762773236987,2025-11-10 11:13:56,63.79,114.81,25.20,79.98,10000,Running
1762773237087,2025-11-10 11:13:57,58.02,113.97,29.34,60.86,10000,Running
1762773237187,2025-11-10 11:13:57,65.27,117.17,16.94,79.82,10000,Running
1762773237287,2025-11-10 11:13:57,60.26,116.11,15.72,65.54,10000,Running
1762773237387,2025-11-10 11:13:57,57.15,111.61,22.18,81.20,10000,Running
1762773237487,2025-11-10 11:13:57,59.64,111.75,26.41,72.13,10000,Running
1762773237587,2025-11-10 11:13:57,59.67,112.93,21.30,51.56,10000,Running
1762773237687,2025-11-10 11:13:57,56.09,114.86,17.69,62.02,10000,Running
1762773237787,2025-11-10 11:13:57,62.16,117.21,26.80,79.53,10000,Running
1762773237887,2025-11-10 11:13:57,55.34,114.26,23.86,79.60,10000,Running
1762773237987,2025-11-10 11:13:57,61.82,111.42,30.02,74.25,10000,Running
1762773238087,2025-11-10 11:13:58,57.61,113.05,18.69,73.30,10000,Running
1762773238187,2025-11-10 11:13:58,58.66,117.83,23.78,68.93,10000,Running
1762773238287,2025-11-10 11:13:58,53.30,118.05,23.67,65.00,10000,Running
1762773238387,2025-11-10 11:13:58,59.92,117.59,19.81,63.41,10000,Running
1762773238487,2025-11-10 11:13:58,57.32,114.66,21.40,56.81,10000,Running
1762773238587,2025-11-10 11:13:58,58.16,115.83,18.05,62.77,10000,Running
1762773238687,2025-11-10 11:13:58,54.93,115.15,19.46,72.04,10000,Running
1762773238787,2025-11-10 11:13:58,56.16,115.28,26.36,53.79,10000,Running
1762773238887,2025-11-10 11:13:58,52.15,115.70,17.59,64.81,10000,Running
1762773238987,2025-11-10 11:13:58,55.13,114.48,22.57,63.28,10000,Running
1762773239087,2025-11-10 11:13:59,52.98,116.90,20.46,74.35,10000,Running
1762773239187,2025-11-10 11:13:59,59.34,115.63,24.49,75.06,10000,Running
1762773239287,2025-11-10 11:13:59,53.67,115.28,15.94,68.46,10000,Running
1762773239387,2025-11-10 11:13:59,55.12,115.26,14.94,61.30,10000,Running
1762773239487,2025-11-10 11:13:59,52.80,118.65,22.66,62.92,10000,Running
1762773239587,2025-11-10 11:13:59,59.34,118.82,18.86,73.19,10000,Running
1762773239687,2025-11-10 11:13:59,56.07,118.76,16.90,72.93,10000,Running
1762773239787,2025-11-10 11:13:59,54.74,117.29,13.31,71.42,10000,Running
1762773239887,2025-11-10 11:13:59,56.79,114.58,16.62,68.11,10000,Running
1762773239987,2025-11-10 11:13:59,50.36,115.43,14.74,69.38,10000,Running
1762773240087,2025-11-10 11:14:00,52.03,116.96,23.00,74.27,10000,Running
1762773240187,2025-11-10 11:14:00,56.77,117.38,18.44,74.21,10000,Running
1762773240287,2025-11-10 11:14:00,53.36,117.70,12.96,73.82,10000,Running
1762773240387,2025-11-10 11:14:00,49.09,117.52,20.56,59.73,10000,Running
1762773240487,2025-11-10 11:14:00,47.01,118.22,22.69,73.27,10000,Running
1762773240587,2025-11-10 11:14:00,53.00,114.94,17.06,74.70,10000,Running
1762773240687,2025-11-10 11:14:00,56.21,115.06,21.17,73.24,10000,Running
1762773240787,2025-11-10 11:14:00,58.42,116.29,16.88,66.56,10000,Running
1762773240887,2025-11-10 11:14:00,51.18,116.54,14.08,74.80,10000,Running
1762773240987,2025-11-10 11:14:00,45.47,116.43,16.36,71.56,10000,Running
1762773241087,2025-11-10 11:14:01,54.96,118.41,16.55,76.48,10000,Running
1762773241187,2025-11-10 11:14:01,54.00,115.60,24.40,78.67,10000,Running
1762773241287,2025-11-10 11:14:01,55.76,114.96,15.15,80.24,10000,Running
1762773241387,2025-11-10 11:14:01,57.05,118.18,15.43,65.63,10000,Running
1762773241487,2025-11-10 11:14:01,53.96,117.86,13.82,74.91,10000,Running
1762773241587,2025-11-10 11:14:01,54.98,115.93,19.86,69.50,10000,Running
1762773241687,2025-11-10 11:14:01,50.91,112.90,15.70,69.66,10000,Running
1762773241787,2025-11-10 11:14:01,48.85,118.30,17.11,68.43,10000,Running
1762773241887,2025-11-10 11:14:01,52.49,117.17,13.13,72.15,10000,Running
1762773241987,2025-11-10 11:14:01,56.69,119.61,19.41,68.55,10000,Running
1762773242087,2025-11-10 11:14:02,49.85,116.15,16.58,60.01,10000,Running
1762773242187,2025-11-10 11:14:02,47.69,116.69,11.73,73.71,10000,Running
1762773242287,2025-11-10 11:14:02,54.50,114.71,13.66,83.46,10000,Running
1762773242387,2025-11-10 11:14:02,53.24,117.42,14.91,74.67,10000,Running
1762773242487,2025-11-10 11:14:02,48.98,116.60,19.75,81.78,10000,Running
1762773242587,2025-11-10 11:14:02,54.59,114.70,14.66,71.40,10000,Running
1762773242687,2025-11-10 11:14:02,48.92,119.29,16.10,68.72,10000,Running
1762773242787,2025-11-10 11:14:02,46.99,117.88,17.51,64.09,10000,Running
1762773242887,2025-11-10 11:14:02,53.16,116.51,15.58,65.38,10000,Running
1762773242987,2025-11-10 11:14:02,48.02,117.96,20.74,73.79,10000,Running
1762773243087,2025-11-10 11:14:03,51.26,114.92,15.12,60.15,10000,Running
1762773243187,2025-11-10 11:14:03,46.34,122.20,15.05,63.69,10000,Running
1762773243287,2025-11-10 11:14:03,49.26,120.09,13.53,63.78,10000,Running
1762773243387,2025-11-10 11:14:03,52.56,117.63,16.75,75.25,10000,Running
1762773243487,2025-11-10 11:14:03,52.02,117.32,15.79,76.07,10000,Running
1762773243587,2025-11-10 11:14:03,54.27,117.98,11.94,71.29,10000,Running
1762773243687,2025-11-10 11:14:03,51.77,116.54,16.64,73.43,10000,Running
1762773243787,2025-11-10 11:14:03,48.88,119.66,19.11,69.54,10000,Running
1762773243887,2025-11-10 11:14:03,54.10,119.12,21.61,78.80,10000,Running
1762773243987,2025-11-10 11:14:03,51.54,121.14,14.77,68.38,10000,Running
1762773244087,2025-11-10 11:14:04,46.27,117.68,11.56,64.10,10000,Running
1762773244187,2025-11-10 11:14:04,46.99,121.74,11.35,60.01,10000,Running
1762773244287,2025-11-10 11:14:04,45.55,113.85,16.90,74.16,10000,Running
1762773244387,2025-11-10 11:14:04,49.81,119.09,14.12,61.26,10000,Running
1762773244487,2025-11-10 11:14:04,56.62,116.69,13.87,67.49,10000,Running
1762773244587,2025-11-10 11:14:04,50.97,115.87,12.48,54.38,10000,Running
1762773244687,2025-11-10 11:14:04,49.20,120.13,11.33,65.52,10000,Running
1762773244787,2025-11-10 11:14:04,53.38,115.68,17.74,63.70,10000,Running
1762773244887,2025-11-10 11:14:04,42.83,117.46,17.69,66.17,10000,Running
1762773244987,2025-11-10 11:14:04,49.11,118.74,16.24,61.47,10000,Running
1762773245087,2025-11-10 11:14:05,51.20,119.25,13.50,72.87,10000,Running
1762773245187,2025-11-10 11:14:05,48.71,118.20,10.02,76.19,10000,Running
1762773245287,2025-11-10 11:14:05,46.90,119.08,21.20,74.34,10000,Running
1762773245387,2025-11-10 11:14:05,50.92,118.66,15.00,65.71,10000,Running
1762773245487,2025-11-10 11:14:05,47.80,115.20,16.77,69.31,10000,Running
1762773245587,2025-11-10 11:14:05,50.59,120.80,10.42,62.92,10000,Running
1762773245687,2025-11-10 11:14:05,49.86,117.86,15.44,48.45,10000,Running
1762773245787,2025-11-10 11:14:05,43.85,115.13,19.59,66.10,10000,Running
1762773245887,2025-11-10 11:14:05,47.15,117.32,12.74,61.00,10000,Running
1762773245987,2025-11-10 11:14:05,49.42,118.50,10.34,78.44,10000,Running
1762773246087,2025-11-10 11:14:06,53.49,115.23,21.53,67.26,10000,Running
1762773246187,2025-11-10 11:14:06,51.46,117.79,25.68,62.96,10000,Running
1762773246287,2025-11-10 11:14:06,51.59,119.75,13.33,69.71,10000,Running
1762773246387,2025-11-10 11:14:06,52.78,120.82,16.72,76.01,10000,Running
1762773246487,2025-11-10 11:14:06,47.98,118.11,14.84,66.30,10000,Running
1762773246587,2025-11-10 11:14:06,45.89,119.00,13.71,69.02,10000,Running
1762773246687,2025-11-10 11:14:06,50.16,114.70,18.54,66.36,10000,Running
1762773246787,2025-11-10 11:14:06,45.29,118.80,11.02,69.40,10000,Running
1762773246887,2025-11-10 11:14:06,50.71,118.61,10.66,50.67,10000,Running
1762773246987,2025-11-10 11:14:06,54.22,121.57,18.63,90.81,10000,Running
1762773247087,2025-11-10 11:14:07,51.21,119.54,9.64,60.57,10000,Running
1762773247187,2025-11-10 11:14:07,44.96,120.86,16.21,41.57,10000,Running
1762773247287,2025-11-10 11:14:07,49.96,118.31,22.06,61.65,10000,Running
1762773247387,2025-11-10 11:14:07,52.57,119.40,21.03,72.27,10000,Running
1762773247487,2025-11-10 11:14:07,53.09,119.53,16.59,65.80,10000,Running
1762773247587,2025-11-10 11:14:07,53.71,117.90,16.24,70.17,10000,Running
1762773247687,2025-11-10 11:14:07,49.31,120.40,9.73,52.85,10000,Running
1762773247787,2025-11-10 11:14:07,53.79,121.08,5.00,71.62,10000,Running
1762773247887,2025-11-10 11:14:07,52.82,120.72,18.70,74.00,10000,Running
1762773247987,2025-11-10 11:14:07,48.64,118.36,15.29,57.73,10000,Running
1762773248087,2025-11-10 11:14:08,57.01,118.88,13.82,68.27,10000,Running
1762773248187,2025-11-10 11:14:08,46.05,122.41,12.46,59.24,10000,Running
1762773248287,2025-11-10 11:14:08,50.85,122.93,8.93,71.14,10000,Running
1762773248387,2025-11-10 11:14:08,52.31,120.52,6.06,52.86,10000,Running
1762773248487,2025-11-10 11:14:08,53.50,115.73,19.37,62.91,10000,Running
1762773248587,2025-11-10 11:14:08,50.63,120.25,13.84,69.57,10000,Running
1762773248687,2025-11-10 11:14:08,55.47,119.68,16.08,75.65,10000,Running
1762773248787,2025-11-10 11:14:08,49.95,118.53,11.80,59.68,10000,Running
1762773248887,2025-11-10 11:14:08,57.98,119.90,17.83,54.95,10000,Running
1762773248987,2025-11-10 11:14:08,52.57,119.23,12.67,61.77,10000,Running
1762773249087,2025-11-10 11:14:09,55.70,118.59,17.19,71.70,10000,Running
1762773249187,2025-11-10 11:14:09,51.67,119.72,16.92,64.30,10000,Running
1762773249287,2025-11-10 11:14:09,52.14,116.50,18.11,68.30,10000,Running
1762773249387,2025-11-10 11:14:09,55.94,117.78,23.75,58.62,10000,Running
1762773249487,2025-11-10 11:14:09,53.40,120.73,15.07,71.01,10000,Running
1762773249587,2025-11-10 11:14:09,54.63,121.57,14.10,67.33,10000,Running
1762773249687,2025-11-10 11:14:09,55.21,120.44,18.47,63.69,10000,Running
1762773249787,2025-11-10 11:14:09,54.31,118.12,12.22,62.65,10000,Running
1762773249887,2025-11-10 11:14:09,53.87,120.52,24.67,62.02,10000,Running
1762773249987,2025-11-10 11:14:09,51.98,116.68,21.57,52.28,10000,Running
1762773250087,2025-11-10 11:14:10,53.47,117.81,18.78,72.78,10000,Running
1762773250187,2025-11-10 11:14:10,58.30,117.25,16.98,68.16,10000,Running
1762773250287,2025-11-10 11:14:10,56.04,123.66,10.49,57.90,10000,Running
1762773250387,2025-11-10 11:14:10,57.93,118.21,22.74,68.58,10000,Running
1762773250487,2025-11-10 11:14:10,55.80,118.86,16.06,81.85,10000,Running
1762773250587,2025-11-10 11:14:10,52.35,118.12,15.23,64.20,10000,Running
1762773250687,2025-11-10 11:14:10,56.65,121.05,16.62,78.75,10000,Running
1762773250787,2025-11-10 11:14:10,57.07,117.59,11.63,71.66,10000,Running
1762773250887,2025-11-10 11:14:10,52.01,118.64,22.44,64.11,10000,Running
1762773250987,2025-11-10 11:14:10,56.70,119.12,23.65,61.20,10000,Running
1762773251087,2025-11-10 11:14:11,60.56,121.92,17.27,73.84,10000,Running
1762773251187,2025-11-10 11:14:11,56.86,121.46,21.64,45.70,10000,Running
1762773251287,2025-11-10 11:14:11,60.29,119.65,19.42,57.40,10000,Running
1762773251387,2025-11-10 11:14:11,56.04,122.51,21.32,53.70,10000,Running
1762773251487,2025-11-10 11:14:11,57.37,122.19,17.21,58.68,10000,Running
1762773251587,2025-11-10 11:14:11,62.10,118.71,12.14,63.17,10000,Running
1762773251687,2025-11-10 11:14:11,57.55,120.96,15.77,57.12,10000,Running
1762773251787,2025-11-10 11:14:11,57.75,118.32,18.81,60.10,10000,Running
1762773251887,2025-11-10 11:14:11,58.37,119.77,23.82,59.45,10000,Running
1762773251987,2025-11-10 11:14:11,57.15,122.85,19.73,56.53,10000,Running
1762773252087,2025-11-10 11:14:12,61.68,120.92,20.24,52.03,10000,Running
1762773252187,2025-11-10 11:14:12,58.78,121.69,12.70,66.95,10000,Running
1762773252287,2025-11-10 11:14:12,59.62,118.75,19.46,46.39,10000,Running
1762773252387,2025-11-10 11:14:12,57.47,119.36,12.89,58.13,10000,Running
1762773252487,2025-11-10 11:14:12,64.78,120.76,21.52,64.56,10000,Running
1762773252587,2025-11-10 11:14:12,63.57,119.50,19.58,48.99,10000,Running
1762773252687,2025-11-10 11:14:12,58.92,122.14,16.79,57.58,10000,Running
1762773252787,2025-11-10 11:14:12,63.33,120.40,14.19,48.90,10000,Running
1762773252887,2025-11-10 11:14:12,60.59,121.93,14.03,63.53,10000,Running
1762773252987,2025-11-10 11:14:12,59.70,118.34,21.60,68.65,10000,Running
1762773253087,2025-11-10 11:14:13,58.14,118.88,19.18,60.58,10000,Running
1762773253187,2025-11-10 11:14:13,60.29,117.77,21.39,67.12,10000,Running
1762773253287,2025-11-10 11:14:13,61.49,119.53,30.35,53.34,10000,Running
1762773253387,2025-11-10 11:14:13,62.14,120.77,25.06,58.63,10000,Running
1762773253487,2025-11-10 11:14:13,61.90,120.87,22.12,60.39,10000,Running
1762773253587,2025-11-10 11:14:13,58.38,117.49,21.88,59.45,10000,Running
1762773253687,2025-11-10 11:14:13,60.45,119.96,21.01,41.66,10000,Running
1762773253787,2025-11-10 11:14:13,66.70,114.91,19.63,52.74,10000,Running
1762773253887,2025-11-10 11:14:13,63.56,121.34,17.63,54.56,10000,Running
1762773253987,2025-11-10 11:14:13,61.88,120.90,16.82,56.55,10000,Running
1762773254087,2025-11-10 11:14:14,63.10,121.23,21.79,51.65,10000,Running
1762773254187,2025-11-10 11:14:14,57.81,119.61,19.59,50.83,10000,Running
1762773254287,2025-11-10 11:14:14,65.91,120.05,30.10,49.68,10000,Running
1762773254387,2025-11-10 11:14:14,60.18,122.08,23.96,51.68,10000,Running
1762773254487,2025-11-10 11:14:14,64.29,123.93,25.11,46.25,10000,Running
1762773254587,2025-11-10 11:14:14,70.26,120.60,23.32,50.24,10000,Running
1762773254687,2025-11-10 11:14:14,55.03,116.71,24.52,49.69,10000,Running
1762773254787,2025-11-10 11:14:14,62.58,121.96,20.58,42.41,10000,Running
1762773254887,2025-11-10 11:14:14,66.59,116.45,25.74,48.18,10000,Running
